unit_id,volume,kind,source_number,source_label,parent_id,printed_page,source_file,line,anchor_sha256,authority_state,review_state
ega:II.7.3.9,II,remarks,7.3.9,II.7.3.9,ega:subsection:II.7.3,II:145,ega2/ega2-7.tex,364,6A9FF151CB8949A6B6AF1A063454E7157C7B71A89AAE27569E0572A223FB8CD4,english_discovery,unreviewed
ega:II.7.3.10,II,corollary,7.3.10,II.7.3.10,ega:subsection:II.7.3,II:146,ega2/ega2-7.tex,388,125DA927A2723D3961A0577D7876C720206E55C3655F219A985B7944A9438AD5,english_discovery,unreviewed
ega:II.7.3.10:proof,II,proof,proof,,ega:II.7.3.10,II:146,ega2/ega2-7.tex,397,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.3.10:diagram:xymatrix:1,II,diagram,xymatrix:1,,ega:II.7.3.10,II:146,ega2/ega2-7.tex,410,D421F6688A1BDEB00806A37EC36038D39ECEB61FCB15B0E87EE043A0E4A886AE,english_discovery,unreviewed
ega:II.7.3.11,II,corollary,7.3.11,II.7.3.11,ega:subsection:II.7.3,II:147,ega2/ega2-7.tex,437,CA80984B506421533D9FC40829BE3144F05925CB1058FC597C0ACEDC6C48F672,english_discovery,unreviewed
ega:II.7.3.11:proof,II,proof,proof,,ega:II.7.3.11,II:147,ega2/ega2-7.tex,443,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.3.12,II,remarks,7.3.12,II.7.3.12,ega:subsection:II.7.3,II:147,ega2/ega2-7.tex,450,33E5A7E4169C015F3601B949C788A526B449C4314E721160F78BF1B9880B9C1A,english_discovery,unreviewed
ega:subsection:II.7.4,II,subsection,subsection:II.7.4,subsection:II.7.4,ega:section:II.7,II:148,ega2/ega2-7.tex,470,B4FD2E1BF38A8D27416939E59E36284FFEB692970085D96E2FB10F91A5126CF6,english_discovery,unreviewed
ega:II.7.4.1,II,proposition,7.4.1,II.7.4.1,ega:subsection:II.7.4,II:148,ega2/ega2-7.tex,476,2D72F7BCDD07198F4803C1595E232D5B0E2A3897A738F715AB6E3CC9E49C1285,english_discovery,unreviewed
ega:II.7.4.1:proof,II,proof,proof,,ega:II.7.4.1,II:148,ega2/ega2-7.tex,487,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.2,II,definition,7.4.2,II.7.4.2,ega:subsection:II.7.4,II:148,ega2/ega2-7.tex,502,ED044945FB24C2717FA753A60E5760625C5D36864AAFE5021836F25249022307,english_discovery,unreviewed
ega:II.7.4.3,II,corollary,7.4.3,II.7.4.3,ega:subsection:II.7.4,II:148,ega2/ega2-7.tex,511,6446BBF6927C89A60C2DAA23A7DD3B97BF598612CB6DAA530BE44FAF2DD9CB6D,english_discovery,unreviewed
ega:II.7.4.3:proof,II,proof,proof,,ega:II.7.4.3,II:148,ega2/ega2-7.tex,518,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.4,II,corollary,7.4.4,II.7.4.4,ega:subsection:II.7.4,II:149,ega2/ega2-7.tex,530,B90E94A927368E7A140F3C68315DE17796AB3B4DE401684D769A27E64AD143B2,english_discovery,unreviewed
ega:II.7.4.4:proof,II,proof,proof,,ega:II.7.4.4,II:149,ega2/ega2-7.tex,535,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.5,II,corollary,7.4.5,II.7.4.5,ega:subsection:II.7.4,II:149,ega2/ega2-7.tex,547,76D72A342770661E450159124FE85A48CBF49E74E2BED822A6082F4976311053,english_discovery,unreviewed
ega:II.7.4.5:proof,II,proof,proof,,ega:II.7.4.5,II:149,ega2/ega2-7.tex,552,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.6,II,corollary,7.4.6,II.7.4.6,ega:subsection:II.7.4,II:149,ega2/ega2-7.tex,557,3043E086D9EAE0A66508D493E8944D6BCD4E974A00EFA3F51F400D799B21CFB7,english_discovery,unreviewed
ega:II.7.4.6:proof,II,proof,proof,,ega:II.7.4.6,II:149,ega2/ega2-7.tex,562,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.7,II,statement,7.4.7,II.7.4.7,ega:subsection:II.7.4,II:149,ega2/ega2-7.tex,570,9A8F10E948282666ECE0C3C5C35B653B74557A9063A83A1EECABC4697CA8CA5A,english_discovery,unreviewed
ega:II.7.4.8,II,corollary,7.4.8,II.7.4.8,ega:subsection:II.7.4,II:149,ega2/ega2-7.tex,575,AEA5693A626614643828CC4221C5ECEB5E19B7D099643FC379E48397CE4BB480,english_discovery,unreviewed
ega:II.7.4.8:proof,II,proof,proof,,ega:II.7.4.8,II:150,ega2/ega2-7.tex,580,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.9,II,proposition,7.4.9,II.7.4.9,ega:subsection:II.7.4,II:150,ega2/ega2-7.tex,586,60D01B1776468FEE31B68225717D6092E9EB5180FDB6E6642CF57B4554151DD8,english_discovery,unreviewed
ega:II.7.4.9:proof,II,proof,proof,,ega:II.7.4.9,II:150,ega2/ega2-7.tex,591,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.10,II,corollary,7.4.10,II.7.4.10,ega:subsection:II.7.4,II:150,ega2/ega2-7.tex,597,410FA84C5A2886DB6F2AB2CF90C90AB403AB67639C917723F39A4BD035AC3470,english_discovery,unreviewed
ega:II.7.4.10:proof,II,proof,proof,,ega:II.7.4.10,II:150,ega2/ega2-7.tex,601,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.11,II,corollary,7.4.11,II.7.4.11,ega:subsection:II.7.4,II:150,ega2/ega2-7.tex,611,934BA6C82B0832B1F4DB220E09C5E14F3116AC3BDAF5DD48B5DEFC8E41591C8C,english_discovery,unreviewed
ega:II.7.4.11:proof,II,proof,proof,,ega:II.7.4.11,II:150,ega2/ega2-7.tex,615,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.12,II,remark,7.4.12,II.7.4.12,ega:subsection:II.7.4,II:151,ega2/ega2-7.tex,628,7F95D3D4674574B03CEE624B3E3E8FCE814D54FB41C775FBC66544B00417AE5E,english_discovery,unreviewed
ega:II.7.4.13,II,corollary,7.4.13,II.7.4.13,ega:subsection:II.7.4,II:151,ega2/ega2-7.tex,634,0B243C51294E0CF4D8B812CE8D26E8899B0240B4641EEE8047DA013A8778D966,english_discovery,unreviewed
ega:II.7.4.13:proof,II,proof,proof,,ega:II.7.4.13,II:151,ega2/ega2-7.tex,639,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.14,II,statement,7.4.14,II.7.4.14,ega:subsection:II.7.4,II:151,ega2/ega2-7.tex,645,7F40B7F186E619D6270D59CE0A7BC98A2B29EC7382AF400CE5440FE714B4EE2F,english_discovery,unreviewed
ega:II.7.4.15,II,corollary,7.4.15,II.7.4.15,ega:subsection:II.7.4,II:151,ega2/ega2-7.tex,653,71380B44D042E07A2685D168FA14DAF318C724B426CEDC4EC9DCD710B7B17238,english_discovery,unreviewed
ega:II.7.4.15:proof,II,proof,proof,,ega:II.7.4.15,II:151,ega2/ega2-7.tex,659,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.15.1,II,lemma,II.7.4.15.1,II.7.4.15.1,ega:subsection:II.7.4,II:151,ega2/ega2-7.tex,662,94D9C1EF43D93B586991215509CE3DEEB0D8DD92A9B8778938E3D10EE0CE85ED,english_discovery,unreviewed
ega:II.7.4.16,II,corollary,7.4.16,II.7.4.16,ega:subsection:II.7.4,II:152,ega2/ega2-7.tex,678,AEB8082F1EAA876202A982C3453EAB788C4793B46D8B4C4A794F8F3E78319090,english_discovery,unreviewed
ega:II.7.4.16:proof,II,proof,proof,,ega:II.7.4.16,II:152,ega2/ega2-7.tex,684,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.17,II,statement,7.4.17,II.7.4.17,ega:subsection:II.7.4,II:152,ega2/ega2-7.tex,689,7B54F299B258E8CDCF66B30F64C83A4901641F35074CEB59C419070ECEA6B4C9,english_discovery,unreviewed
ega:II.7.4.18,II,proposition,7.4.18,II.7.4.18,ega:subsection:II.7.4,II:152,ega2/ega2-7.tex,696,D22E9A565528843D39F9B9A776092B62639138F1E191CB9A86B87832C6AEC88F,english_discovery,unreviewed
ega:II.7.4.18:proof,II,proof,proof,,ega:II.7.4.18,II:152,ega2/ega2-7.tex,701,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.7.4.19,II,remarks,7.4.19,II.7.4.19,ega:subsection:II.7.4,II:152,ega2/ega2-7.tex,712,69B991644E298195FF5B5B095C2E8950AA366B2ABF735B6424F9C2EB5BD6FD90,english_discovery,unreviewed
ega:section:II.8,II,section,section:II.8,section:II.8,ega:volume:II,,ega2/ega2-8.tex,2,9FFCAA7A42C42B893AB3D1272DECEED0FDFB9CF99E33541CC7843024A444A4FA,english_discovery,unreviewed
ega:subsection:II.8.1,II,subsection,subsection:II.8.1,subsection:II.8.1,ega:section:II.8,,ega2/ega2-8.tex,5,028DEE0AF1FF864CDB67FD76982B0D07A6F29A635142FB225BEA4C1DD82836CC,english_discovery,unreviewed
ega:II.8.1,II,label,II.8.1,II.8.1,ega:subsection:II.8.1,,ega2/ega2-8.tex,6,B5A3E1A9E2AF52F282C9FC8980339671EB5B37BCF0BCCD48A7CECA894CD396C7,english_discovery,unreviewed
ega:II.8.1.1,II,statement,8.1.1,II.8.1.1,ega:subsection:II.8.1,,ega2/ega2-8.tex,9,161A2AC05D066459A93FC29B128D69D102D7C9A86B497F42BE0CB0BA53D24AAE,english_discovery,unreviewed
ega:II.8.1.1.1,II,subitem,8.1.1,II.8.1.1.1,ega:II.8.1.1,,ega2/ega2-8.tex,12,EF3D20ECE1B3C41520903AAC99A4098E1F7A7E5DD8CB315F500172303DAFE791,english_discovery,unreviewed
ega:II.8.1.1.2,II,subitem,8.1.1,II.8.1.1.2,ega:II.8.1.1,,ega2/ega2-8.tex,17,63D95245770B25A0C32ACD850CD14514CFE1922EB718F2C593230AC92C8821AE,english_discovery,unreviewed
ega:II.8.1.1.3,II,subitem,8.1.1,II.8.1.1.3,ega:II.8.1.1,II:153,ega2/ega2-8.tex,25,769D2B9E1895ADCC7D495A825E419F82366B827E2E6C60EC6FEA9E65CFEF5765,english_discovery,unreviewed
ega:II.8.1.1.4,II,subitem,8.1.1,II.8.1.1.4,ega:II.8.1.1,II:153,ega2/ega2-8.tex,32,1753BE1C237A8D4D702B1E28FECE0E9F998D6395D62C8FE098A07C92B22AA926,english_discovery,unreviewed
ega:II.8.1.2,II,statement,8.1.2,II.8.1.2,ega:subsection:II.8.1,II:153,ega2/ega2-8.tex,43,16CCFDB126B175325F6D048B2375E18765BC80D022DDCF627B133C0D8B565E9A,english_discovery,unreviewed
ega:II.8.1.3,II,definition,8.1.3,II.8.1.3,ega:subsection:II.8.1,II:153,ega2/ega2-8.tex,52,8014EDEB981F4F804E1D29658A998991BE78CD231FA2F7132B71270E62FF3518,english_discovery,unreviewed
ega:II.8.1.4,II,proposition,8.1.4,II.8.1.4,ega:subsection:II.8.1,II:153,ega2/ega2-8.tex,70,B5BD4EBE5C335639BD4AB80CE75BD26AC23813DF8F6765519FB38B3FAF2AC156,english_discovery,unreviewed
ega:II.8.1.4:proof,II,proof,proof,,ega:II.8.1.4,II:154,ega2/ega2-8.tex,81,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.8.1.5,II,statement,8.1.5,II.8.1.5,ega:subsection:II.8.1,II:154,ega2/ega2-8.tex,97,1EBF6658A957E02988DABFE57DCB16BE268EDD59559E782B340AE9822486467A,english_discovery,unreviewed
ega:II.8.1.5.1,II,subitem,8.1.5,II.8.1.5.1,ega:II.8.1.5,II:154,ega2/ega2-8.tex,101,A3508B4BA0537671D62E89C55D6023211F01CEE3E1AD0B28EFD58C0BFC18F773,english_discovery,unreviewed
ega:II.8.1.5.2,II,subitem,8.1.5,II.8.1.5.2,ega:II.8.1.5,II:154,ega2/ega2-8.tex,107,6A2CBBA2CB6988009501D1D4AFDC02A405D7AC2ED3E26E4284E574043BFA177B,english_discovery,unreviewed
ega:II.8.1.5.3,II,subitem,8.1.5,II.8.1.5.3,ega:II.8.1.5,II:154,ega2/ega2-8.tex,114,437D935F0E8F1B579D5A4E9F678E0EF20A7ECF9EC692005007C4689C7B15A1F5,english_discovery,unreviewed
ega:II.8.1.5:diagram:xymatrix:1,II,diagram,xymatrix:1,,ega:II.8.1.5,II:154,ega2/ega2-8.tex,120,492BDC8578F7AAD81712916C9F333CF7C19B7B6DCF10E41E7BD08CB8DD7A095D,english_discovery,unreviewed
ega:II.8.1.5.4,II,subitem,8.1.5,II.8.1.5.4,ega:II.8.1.5,II:154,ega2/ega2-8.tex,133,681FB2E9DBDF60AFF76C45F9DE40E2D195C2DF8FFFABE731702C805F8FC452DC,english_discovery,unreviewed
ega:II.8.1.5:diagram:xymatrix:2,II,diagram,xymatrix:2,,ega:II.8.1.5,II:154,ega2/ega2-8.tex,139,492BDC8578F7AAD81712916C9F333CF7C19B7B6DCF10E41E7BD08CB8DD7A095D,english_discovery,unreviewed
ega:II.8.1.5.5,II,subitem,8.1.5,II.8.1.5.5,ega:II.8.1.5,II:154,ega2/ega2-8.tex,152,F864D417FF9B867FC0B9ADE85138E9DD32E6B56270F00DEC1422A6FC2E714209,english_discovery,unreviewed
ega:II.8.1.5:diagram:xymatrix:3,II,diagram,xymatrix:3,,ega:II.8.1.5,II:154,ega2/ega2-8.tex,153,492BDC8578F7AAD81712916C9F333CF7C19B7B6DCF10E41E7BD08CB8DD7A095D,english_discovery,unreviewed
ega:II.8.1.5.6,II,subitem,8.1.5,II.8.1.5.6,ega:II.8.1.5,II:154,ega2/ega2-8.tex,168,9FDF0543370595BC12D84C966689E16544F25A890519F3C6F95833F056C50FF2,english_discovery,unreviewed
ega:II.8.1.6,II,statement,8.1.6,II.8.1.6,ega:subsection:II.8.1,II:154,ega2/ega2-8.tex,175,4A192B164697662EE9578152AD0FCB645AC80C72A18379C9AEE54DF5E8D4E669,english_discovery,unreviewed
ega:II.8.1.6:diagram:xymatrix:1,II,diagram,xymatrix:1,,ega:II.8.1.6,II:154,ega2/ega2-8.tex,180,492BDC8578F7AAD81712916C9F333CF7C19B7B6DCF10E41E7BD08CB8DD7A095D,english_discovery,unreviewed
ega:II.8.1.6.1,II,subitem,8.1.6,II.8.1.6.1,ega:II.8.1.6,II:154,ega2/ega2-8.tex,194,98A9C91B059312995C6CA70F1AD810E1D1DEE6C7A5DD3BD9F4D84099978AED4E,english_discovery,unreviewed
ega:II.8.1.6.2,II,subitem,8.1.6,II.8.1.6.2,ega:II.8.1.6,II:154,ega2/ega2-8.tex,200,959F393F2B6546F7261B1C237E8F65BD8BC7BBE1C3CBBA4CE870B46D8CAFE619,english_discovery,unreviewed
ega:II.8.1.7,II,proposition,8.1.7,II.8.1.7,ega:subsection:II.8.1,II:156,ega2/ega2-8.tex,210,A57D0ECEDD9E534C4D393102747D213009BB1DBB370BE87AA3DB961958B0E971,english_discovery,unreviewed
ega:II.8.1.7.1,II,subitem,8.1.7,II.8.1.7.1,ega:II.8.1.7,II:156,ega2/ega2-8.tex,214,4707957B12D9BA421F268CEA46DCE2AC95D98C6B41A4FEDAE51AAF33487806FF,english_discovery,unreviewed
ega:II.8.1.7:proof,II,proof,proof,,ega:II.8.1.7,II:156,ega2/ega2-8.tex,221,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.8.1.8,II,corollary,8.1.8,II.8.1.8,ega:subsection:II.8.1,II:156,ega2/ega2-8.tex,227,455A7BB0243CAB2BBE22DB4557A1CCF8D9271CC584FD5D8B2BF9F106B2BAEF91,english_discovery,unreviewed
ega:II.8.1.8.1,II,subitem,8.1.8,II.8.1.8.1,ega:II.8.1.8,II:156,ega2/ega2-8.tex,230,6CD23A4B61EF71FD6B68F6C388150014BE9CDC79738881553AA25794F47B28C5,english_discovery,unreviewed
ega:II.8.1.8:proof,II,proof,proof,,ega:II.8.1.8,II:156,ega2/ega2-8.tex,236,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.8.1.9,II,statement,8.1.9,II.8.1.9,ega:subsection:II.8.1,II:156,ega2/ega2-8.tex,241,D3F4F9CE947F0314B76DD9EDE9D7EC85F99D685031A24482F16B823000327327,english_discovery,unreviewed
ega:II.8.1.10,II,corollary,8.1.10,II.8.1.10,ega:subsection:II.8.1,II:156,ega2/ega2-8.tex,256,E001B6EF9EB5EA6DE5B1B5C746D9117A09183759D6DC62CF058DDFE6194E8C4F,english_discovery,unreviewed
ega:II.8.1.10:proof,II,proof,proof,,ega:II.8.1.10,II:156,ega2/ega2-8.tex,260,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.8.1.11,II,proposition,II.8.1.11,II.8.1.11,ega:subsection:II.8.1,II:156,ega2/ega2-8.tex,265,3DD065D742BF0E6E39A3CC50B3FE3A6FE2056DA6286C5D7F48A6155BE1AEC471,english_discovery,unreviewed
ega:II.8.1.11:proof,II,proof,proof,,ega:II.8.1.11,II:156,ega2/ega2-8.tex,270,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:subsection:II.8.2,II,subsection,subsection:II.8.2,subsection:II.8.2,ega:section:II.8,II:157,ega2/ega2-8.tex,283,7B829CF7FEEE85CAA659237F056B3CB799029E66773566EFBB8FF1B0D4560566,english_discovery,unreviewed
ega:II.8.2.1,II,statement,8.2.1,II.8.2.1,ega:subsection:II.8.2,II:157,ega2/ega2-8.tex,286,08BD60791A5F65A8847CF281C35877B29977530DBE0386D7F8ED05D3261B3771,english_discovery,unreviewed
ega:II.8.2.1.1,II,subitem,8.2.1,II.8.2.1.1,ega:II.8.2.1,II:157,ega2/ega2-8.tex,290,DBDD4CF2FCE44520C1D9A21B7FEA642AC505BFFDE4D82BC7DE5055487EA51B50,english_discovery,unreviewed
ega:II.8.2.1.2,II,subitem,8.2.1,II.8.2.1.2,ega:II.8.2.1,II:157,ega2/ega2-8.tex,301,1EEA48F460237A2B9D6862347C867150A03E16B11E0DC60C6A192403D8962684,english_discovery,unreviewed
ega:II.8.2.1.3,II,subitem,8.2.1,II.8.2.1.3,ega:II.8.2.1,II:157,ega2/ega2-8.tex,308,FD993218DF0C7082492C5A29B3F923DE0EA2D452E2E7456915AD8C2CDB94DFEB,english_discovery,unreviewed
ega:II.8.2.1.4,II,subitem,8.2.1,II.8.2.1.4,ega:II.8.2.1,II:157,ega2/ega2-8.tex,315,3C75947708B6F482BD255A999B871ACFA6B5BB63AD0810A3E5346CADD984CB3D,english_discovery,unreviewed
ega:II.8.2.1.5,II,subitem,8.2.1,II.8.2.1.5,ega:II.8.2.1,II:157,ega2/ega2-8.tex,326,A159A0A78EF60F1CC53CF37C374ECF61F0C37E615FB8FC9C2BF1478D4128D189,english_discovery,unreviewed
ega:II.8.2.1.6,II,subitem,8.2.1,II.8.2.1.6,ega:II.8.2.1,II:157,ega2/ega2-8.tex,332,9140FC272DB8DAB98D358E31D3C23D7F48C3E8EECD0646104F55273EF66ECD5A,english_discovery,unreviewed
ega:II.8.2.2,II,statement,8.2.2,II.8.2.2,ega:subsection:II.8.2,II:157,ega2/ega2-8.tex,339,150437FF0BF7C4BA0BF4DEC43F18FABE44300872882735FBCA38D1FB024D424F,english_discovery,unreviewed
ega:II.8.2.2.1,II,subitem,8.2.2,II.8.2.2.1,ega:II.8.2.2,II:157,ega2/ega2-8.tex,343,6FED50EC9FACBC81902DA11CEC3D2CE239C6A34AC9EB7921E8374EFB7D50A0EC,english_discovery,unreviewed
ega:II.8.2.2.2,II,subitem,8.2.2,II.8.2.2.2,ega:II.8.2.2,II:158,ega2/ega2-8.tex,350,EC9C6CCB6A245DA5D016AAF1719A5DDC8DEE6D7B2642D037CFC7DCB5852557AD,english_discovery,unreviewed
ega:II.8.2.3,II,lemma,8.2.3,II.8.2.3,ega:subsection:II.8.2,II:158,ega2/ega2-8.tex,357,51AB7318A3E0AB8B3C5700DB8D4C42B4DAAECC26228E05D45C2B616BE38A71C9,english_discovery,unreviewed
ega:II.8.2.3.1,II,label,II.8.2.3.1,II.8.2.3.1,ega:subsection:II.8.2,II:158,ega2/ega2-8.tex,361,D45BAEC117B33A1F2DD7399BFCD970291EFB96354912E9298B4C900281E6B40D,english_discovery,unreviewed
ega:II.8.2.3.2,II,label,II.8.2.3.2,II.8.2.3.2,ega:subsection:II.8.2,II:158,ega2/ega2-8.tex,371,877A5515F927C62AF6F61EACFBD70514E2DB14A7E1421DF69C65D4939EED636A,english_discovery,unreviewed
ega:II.8.2.3:proof,II,proof,proof,,ega:II.8.2.3,II:158,ega2/ega2-8.tex,379,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.8.2.4,II,statement,8.2.4,II.8.2.4,ega:subsection:II.8.2,II:158,ega2/ega2-8.tex,386,3CFBE8596D132E079B068785C62ACFDB9AB6A7801122945E080D392E3198BDE8,english_discovery,unreviewed
ega:II.8.2.4.1,II,subitem,8.2.4,II.8.2.4.1,ega:II.8.2.4,II:158,ega2/ega2-8.tex,390,793E1BB15ED43EA8246B12C9CDE9062A35AA46F46428D0CFECD3F6E200E47131,english_discovery,unreviewed
ega:II.8.2.4.2,II,subitem,8.2.4,II.8.2.4.2,ega:II.8.2.4,II:158,ega2/ega2-8.tex,397,CEC2EB9A07CD0D7324D38B7AF058F2317E73DEE0689D0EBA8685E41C72D6C39F,english_discovery,unreviewed
ega:II.8.2.5,II,lemma,8.2.5,II.8.2.5,ega:subsection:II.8.2,II:158,ega2/ega2-8.tex,406,1A4F200FDAD3ADFA49C08CE1A0BF518959AAF107FC0C63485232CA80F3128615,english_discovery,unreviewed
ega:II.8.2.5.1,II,label,II.8.2.5.1,II.8.2.5.1,ega:subsection:II.8.2,II:158,ega2/ega2-8.tex,410,0300EE86C74ABEB39379F5D859BAE0EC93C8B54551B86871A6E866B6A38CA5C7,english_discovery,unreviewed
ega:II.8.2.5.2,II,label,II.8.2.5.2,II.8.2.5.2,ega:subsection:II.8.2,II:158,ega2/ega2-8.tex,416,53B229059932AF6B45668E7404877D356F7E49143084E2999CE40F94EFF13ACD,english_discovery,unreviewed
ega:II.8.2.6,II,statement,8.2.6,II.8.2.6,ega:subsection:II.8.2,II:158,ega2/ega2-8.tex,424,79D47DFAB15C7DE61B981AC25D70DC997E1DB2B09E61A228E19A4CB27DA175DD,english_discovery,unreviewed
ega:II.8.2.6.1,II,subitem,8.2.6,II.8.2.6.1,ega:II.8.2.6,II:158,ega2/ega2-8.tex,427,70E8DA4D63B0E14EC2E40F08E758A5FA53B58DF311124707C284E3C6A6C7A5C1,english_discovery,unreviewed
ega:II.8.2.6.2,II,subitem,8.2.6,II.8.2.6.2,ega:II.8.2.6,II:158,ega2/ega2-8.tex,435,54EDB746C596D1E66F2ED3FFF362161215130B09AE6457C0F7496CDD568CAAFD,english_discovery,unreviewed
ega:II.8.2.7,II,lemma,8.2.7,II.8.2.7,ega:subsection:II.8.2,II:159,ega2/ega2-8.tex,450,57127E3300B59AA6E6596E1CA5075140FB0EA9A46FE887041793A0573043257C,english_discovery,unreviewed
ega:II.8.2.7.1,II,subitem,8.2.7,II.8.2.7.1,ega:II.8.2.7,II:159,ega2/ega2-8.tex,454,2FC0C6C3CA49E6E6CBA4AE5CEFDB91148F98FDA26EC9CE3FD3EDDA087B6DFC51,english_discovery,unreviewed
ega:II.8.2.7.2,II,subitem,8.2.7,II.8.2.7.2,ega:II.8.2.7,II:159,ega2/ega2-8.tex,459,B8E843B7D07C66DCBE9F027F159ABB6B5A532BBA050AA2F957D31E7E18213D75,english_discovery,unreviewed
ega:II.8.2.7.3,II,subitem,8.2.7,II.8.2.7.3,ega:II.8.2.7,II:159,ega2/ega2-8.tex,464,A731F813D09031F4D063B2D1856923EBCA6A450E3FF35B38EA9EF8D3C308B169,english_discovery,unreviewed
ega:II.8.2.7:proof,II,proof,proof,,ega:II.8.2.7,II:159,ega2/ega2-8.tex,471,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.8.2.8,II,statement,8.2.8,II.8.2.8,ega:subsection:II.8.2,II:159,ega2/ega2-8.tex,479,580CDEFD9BD547080A36FD51999E82932C540A7B6576A5F2B75E90DC145FD37C,english_discovery,unreviewed
ega:II.8.2.8.1,II,subitem,8.2.8,II.8.2.8.1,ega:II.8.2.8,II:159,ega2/ega2-8.tex,482,0149E4310BE15079AAC66D4C017BC5E5653039EB20ED2A8178974DE5DE1AFCCE,english_discovery,unreviewed
ega:II.8.2.8.2,II,subitem,8.2.8,II.8.2.8.2,ega:II.8.2.8,II:159,ega2/ega2-8.tex,488,063C1DC577B1F8FC3F78470BCB04FD25F972D16FCA39C1C86524FEED655C9EAB,english_discovery,unreviewed
ega:II.8.2.9,II,lemma,8.2.9,II.8.2.9,ega:subsection:II.8.2,II:159,ega2/ega2-8.tex,500,CAD5536B2AF36BA4A48FC1EEACC215380088F065DB3E1BF51F63A7A54F956B9C,english_discovery,unreviewed
ega:II.8.2.9.1,II,subitem,8.2.9,II.8.2.9.1,ega:II.8.2.9,II:159,ega2/ega2-8.tex,503,69C5BABFE85FE85EF385C8E94E8F3F83481D6CF458FC67578F9D4E8BBFE4627D,english_discovery,unreviewed
ega:II.8.2.9.2,II,subitem,8.2.9,II.8.2.9.2,ega:II.8.2.9,II:159,ega2/ega2-8.tex,508,A179BDC65936564BAE2F5D3F7CC8ADEF8FC19D52C440A106EF76E7560095C081,english_discovery,unreviewed
ega:II.8.2.9.3,II,subitem,8.2.9,II.8.2.9.3,ega:II.8.2.9,II:159,ega2/ega2-8.tex,513,F722619553BCB229C3B41C254C8B519B016B9AC5462F84A8B0D124151B977BD2,english_discovery,unreviewed
ega:II.8.2.10,II,lemma,8.2.10,II.8.2.10,ega:subsection:II.8.2,II:159,ega2/ega2-8.tex,521,2A1DD87C5BE2DD71CD5226229077EC838A4E21D74880526B7BD4D2300D73DADC,english_discovery,unreviewed
ega:II.8.2.10:proof,II,proof,proof,,ega:II.8.2.10,II:159,ega2/ega2-8.tex,531,82254B80D75A93E42D5A0698010614566C6A1DC34F33F625898E6FD258B9C778,english_discovery,unreviewed
ega:II.8.2.11,II,statement,8.2.11,II.8.2.11,ega:subsection:II.8.2,II:160,ega2/ega2-8.tex,576,48CF3E8A7794A1B64D011C59119BB8303C06C7367093281DA52A00BDCAE5B26B,english_discovery,unreviewed
ega:II.8.2.11.1,II,subitem,8.2.11,II.8.2.11.1,ega:II.8.2.11,II:160,ega2/ega2-8.tex,579,462915C57ACBC99AFA72062818AC23839F0C7063E5E466B0FCF1CF892944FFC2,english_discovery,unreviewed
